SH4,PRODUTO
4418,"Obras de carpintaria para construções, incluídos os painéis celulares, os painéis para soalhos e as fasquias para telhados (shingles e shakes), de madeira"
4419,Artefatos de madeira para mesa ou cozinha
4420,"Madeira marchetada e madeira incrustada; estojos e guarda-jóias, para joalharia e ourivesaria, e obras semelhantes, de madeira; estatuetas e outros objectos de ornamentação, de madeira; artigos de mobiliário, de madeira, que não se incluam no Capítulo 94"
4421,Outras obras de madeira
4501,"Cortiça natural em bruto ou simplesmente preparada; desperdícios de cortiça; cortiça triturada, granulada ou pulverizada"
4502,"Cortiça natural, sem a crosta ou simplesmente esquadriada, ou em cubos, chapas, folhas ou tiras, de forma quadrada ou retangular (incluindo os esboços com arestas vivas, para rolhas)"
4503,Obras de cortiça natural
4504,Cortiça aglomerada (com ou sem aglutinantes) e suas obras
4601,"Tranças e artigos semelhantes, de matérias para entrançar, mesmo reunidos em tiras; matérias para entrançar, tranças e artigos semelhantes, de matérias para entrançar, tecidos ou paralelizados, em formas planas, mesmo acabados (por exemplo: esteiras, capa"
4602,Obras de cestaria obtidas directamente na sua forma a partir de matérias para entrançar ou fabricadas com os artigos da posição 4601; obras de lufa
4701,Pastas mecânicas de madeira
4702,"Pasta química de madeira, para dissolução"
4703,"Pastas químicas de madeira, à soda ou ao sulfato, exceto pastas para dissolução"
4704,"Pastas químicas de madeira, ao bissulfito, exceto pastas para dissolução"
4705,Pastas de madeira obtidas por combinação de um tratamento mecânico com um tratamento químico
4706,Pastas de fibras obtidas a partir de papel ou de cartão reciclados (desperdícios e aparas) ou de outras matérias fibrosas celulósicas
4707,Papel ou cartão para reciclar (desperdícios e aparas)
4801,"Papel jornal, em rolos ou em folhas"
4802,"Papel e cartão, não revestidos, dos tipos utilizados para escrita, impressão ou outros fins gráficos, e papel e cartão para fabricar cartões ou tiras perfurados, não perfurados, em rolos ou em folhas de forma quadrada ou rectangular, de qualquer formato o"
4803,Papel para fabricação de papel higiênico ou de toucador e artigos semelhantes; pasta de celulose e mantas de fibras de celulose
4804,"Papel e cartão kraft, não revestidos, em rolos ou em folhas, exceto das posições 4802 e 4803"
4805,"Outros papéis e cartões, não revestidos nem impregnados, em rolos ou em folhas, não tendo sofrido trabalho complementar nem tratamento, exceto os especificados na Nota 3 do presente Capítulo"
4806,"Papel-pergaminho e cartão-pergaminho (sulfurizados), papel impermeável a gorduras, papel vegetal, papel cristal e outros papéis calandrados transparentes ou translúcidos, em rolos ou em folhas"
4807,"Papel e cartão obtidos por colagem de folhas sobrepostas, não revestidos na superfície nem impregnados, mesmo reforçados interiormente, em rolos ou em folhas"
4808,"Papel e cartão canelados (ondulados) (mesmo recobertos por colagem), encrespados, plissados, gofrados, estampados ou perfurados, em rolos ou em folhas, exceto o papel dos tipos descritos no texto da posição 4803"
4809,"Papel químico (papel carbono), papel autocopiativo e outros papéis para cópia ou duplicação (incluídos os papéis revestidos ou impregnados, para stencils ou para chapas offset), mesmo impressos, em rolos ou em folhas"
4810,"Papel e cartão revestidos de caulino ou de outras substâncias inorgânicas numa ou nas duas faces, com ou sem aglutinantes, sem qualquer outro revestimento, mesmo coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma q"
4811,"Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou rectangular, de qualquer formato ou dimen"
4812,"Blocos e chapas, filtrantes, de pasta de papel"
4813,"Papel para cigarros, mesmo cortado nas dimensões próprias, em livros ou em tubos"
4814,Papel de parede e revestimentos de parede semelhantes; papel para vitrais
4815,"Revestimentos para pavimentos, com suporte de papel/de cartão"
4816,"Papel químico, papel autocopiativo e outros papéis para cópia ou duplicação (exceto da posição 4809), stencils completos e chapasoffset, de papel, mesmo acondicionados em caixas"
4817,"Envelopes, aerogramas, bilhetes-postais não ilustrados, cartões e papéis para correspondência, de papel ou cartão; caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência"
4818,"Papel dos tipos utilizados para a fabricação de papéis higiénicos e de toucador e semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou"
4819,"Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes"
4820,"Livros de registo e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes, cadernos, pastas para documentos, classificadores, capas para encadernação (de folhas soltas ou outras)"
4821,"Etiquetas de qualquer espécie, de papel ou cartão, impressas ou não"
4822,"Carretéis, bobinas, tubos, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos"
4823,"Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose"
4901,"Livros, brochuras e impressos semelhantes, mesmo em folhas soltas"
4902,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou contendo publicidade"
4903,"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças"
4904,"Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada"
4905,"Obras cartográficas de qualquer espécie, incluídas as cartas murais, as plantas topográficas e os globos, impressos"
4906,"Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos a mão; textos manuscritos; reproduções fotográficas em papel sensibilizado, etc"
4907,"Selos postais ou fiscais, não obliterados; papel selado, papel-moeda, cheques, certificados de ações ou de obrigações e títulos semelhantes"
4908,Decalcomanias de qualquer espécie
4909,"Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações"
4910,"Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar"
4911,"Outros impressos, incluídas as estampas, gravuras e fotografias"
5001,"Casulos de bicho-da-seda, próprios para dobrar"
5002,Seda crua (não fiada)
5003,"Desperdícios de seda (incluídos os casulos de bicho-da-seda impróprios para dobar, os desperdícios de fios e os fiapos)"
5004,Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho
5005,"Fios de desperdícios de seda, não acondicionados para venda a retalho"
5006,"Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença)"
5007,Tecidos de seda ou de desperdícios de seda
5101,Lã não cardada nem penteada
5102,"Pêlos finos ou grosseiros, não cardados nem penteados"
5103,"Desperdícios de lã ou de pêlos finos ou grosseiros, incluídos os desperdícios de fios e excluídos os fiapos"
5104,Fiapos de lã ou de pelos finos ou grosseiros
5105,"Lã, pêlos finos ou grosseiros, cardados ou penteados (incluída a « lã penteada a granel »)"
5106,"Fios de lã cardada, não acondicionados para venda a retalho"
5107,"Fios de lã penteada, não acondicionados para venda a retalho"
5108,"Fios de pêlos finos, cardados ou penteados, não acondicionados para venda a retalho"
5109,"Fios de lã ou de pêlos finos, acondicionados para venda a retalho"
5110,"Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho"
5111,Tecidos de lã cardada ou de pêlos finos cardados
5112,Tecidos de lã penteada ou de pêlos finos penteados
5113,Tecidos de pêlos grosseiros ou de crina
5201,"Algodão, não cardado nem penteado"
5202,Desperdícios de algodão (incluídos os desperdícios de fios e fiapos)
5203,Algodão cardado ou penteado
5204,"Linhas para costurar, de algodão, mesmo acondicionadas para venda a retalho"
5205,"Fios de algodão (exceto linhas para costurar), contendo pelo menos 85 %, em peso, de algodão, não acondicionados para venda a retalho"
5206,"Fios de algodão (exceto linhas para costurar), contendo menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho"
5207,"Fios de algodão (exceto linhas para costurar), acondicionados para venda a retalho"
5208,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso não superior a 200 g/m2"
5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2"
5210,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2"
5211,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2"
5212,Outros tecidos de algodão
5301,"Linho em bruto ou trabalhado, mas não fiado; estopas e desperdícios de linho (incluídos os desperdícios de fios e fiapos)"
5302,"Cânhamo (Cannabis sativa L.), em bruto ou trabalhado, mas não fiado; estopas e desperdícios de cânhamo (incluídos os desperdícios de fios e fiapos)"
5303,"Juta e outras fibras têxteis liberianas (exceto linho, cânhamo e rami), em bruto ou trabalhadas, mas não fiadas; estopas e desperdícios destas fibras (incluídos os desperdícios de fios e fiapos)"
5304,"Sisal e outras fibras têxteis do género Agave, em bruto ou trabalhados, mas não fiados; estopas e desperdícios destas fibras (incluídos os desperdícios de fios e fiapos)"
5305,"Cairo (fibras de coco), abacá (cânhamo-de-manila ou Musa textilis Nee), rami e outras fibras têxteis vegetais não especificadas nem compreendidas noutras posições, em bruto ou trabalhados, mas não fiados; estopas e desperdícios destas fibras (incluídos os"
5306,Fios de linho
5307,Fios de juta ou de outras fibras têxteis liberianas da posição 5303
5308,Fios de outras fibras têxteis vegetais; fios de papel
5309,Tecidos de linho
5310,Tecidos de juta ou de outras fibras têxteis liberianas da posição 5303
5311,Tecidos de outras fibras têxteis vegetais; tecidos de fios de papel
5401,"Linhas para costurar de filamentos sintéticos ou artificiais, mesmo acondicionadas para venda a retalho"
5402,"Fios de filamentos sintéticos (exceto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos sintéticos com menos de 67 decitex"
5403,"Fios de filamentos artificiais (exceto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos artificiais com menos de 67 decitex"
5404,"Monofilamentos sintéticos, com pelo menos 67 decitex e cuja maior dimensão da secção transversal não seja superior a 1 mm; lâminas e formas semelhantes (por exemplo: palha artificial) de matérias têxteis sintéticas, cuja largura aparente não seja superior"
5405,"Monofilamentos artificiais, de título >=67 decitex e cuja maior dimensão da seção transversal não seja superior a 1 mm; lâminas e formas semelhantes (palha artificial, por exemplo) de matérias têxteis artificiais, com largura aparente <= 5 mm"
5406,"Fios de filamentos sintéticos ou artificiais (exceto linhas para costurar), acondicionados para venda a retalho"
5407,"Tecidos de fios de filamentos sintéticos, incluídos os tecidos obtidos a partir dos produtos da posição 5404"
5408,"Tecidos de fios de filamentos artificiais, incluídos os tecidos obtidos a partir dos produtos da posição 5405"
5501,Cabos de filamentos sintéticos
5502,Cabos de filamentos artificiais
5503,"Fibras sintéticas descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação"
5504,"Fibras artificiais descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação"
5505,"Desperdícios de fibras sintéticas ou artificiais (incluídos os desperdícios da penteação, os de fios e os fiapos)"
5506,"Fibras sintéticas descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação"
5507,"Fibras artificiais descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação"
5508,"Linhas para costurar, de fibras sintéticas ou artificiais descontínuas, mesmo acondicionadas para venda a retalho"
5509,"Fios de fibras sintéticas descontínuas (exceto linhas para costurar), não acondicionados para venda a retalho"
5510,"Fios de fibras artificiais descontínuas (exceto linhas para costurar), não acondicionados para venda a retalho"
5511,"Fios de fibras sintéticas ou artificiais descontínuas (exceto linhas para costurar), acondicionados para venda a retalho"
5512,"Tecidos de fibras sintéticas descontínuas, contendo pelo menos 85 %, em peso, destas fibras"
5513,"Tecidos de fibras sintéticas descontínuas, contendo menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso não superior a 170 g/m2"
5514,"Tecidos de fibras sintéticas descontínuas, contendo menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso superior a 170 g/m2"
5515,Outros tecidos de fibras sintéticas descontínuas
5516,Tecidos de fibras artificiais descontínuas
5601,"Pastas (ouates) de matérias têxteis e artigos destas pastas; fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e borbotos de matérias têxteis"
5602,"Feltros, mesmo impregnados, revestidos, recobertos ou estratificados"
5603,"Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados"
5604,"Fios e cordas, de borracha, recobertos de têxteis; fios têxteis, lâminas e formas semelhantes das posições 5404 ou 5405, impregnados, revestidos, recobertos ou embainhados de borracha ou de plásticos"
5605,"Fios metálicos constituídos por fios têxteis, lâminas ou formas semelhantes, combinados com metal"
5606,"Fios revestidos por enrolamento, lâminas e formas semelhantes das posições 5404 ou 5405,revestidas por enrolamento, exceto os da posição 5605 e os fios de crina revestidos por enrolamento;fios de froco (chenille);fios denominados ""de cadeia"" (chaînette)"
5607,"Cordéis, cordas e cabos, entrançados ou não, mesmo impregnados, revestidos, recobertos ou embainhados de borracha ou de plástico"
5608,"Redes de malhas com nós, em panos ou em peça, obtidas a partir de cordéis, cordas ou cabos; redes confeccionadas para a pesca e outras redes confeccionadas, de matérias têxteis"
5609,"Artigos de fios, lâminas ou formas semelhantes das posições 5404 ou 5405; outros cordéis, cordas e cabos"
5701,"Tapetes de matérias têxteis, de pontos nodados ou enrolados, mesmo confeccionados"
5702,"Tapetes e outros revestimentos para pavimentos de matérias têxteis, tecidos, exceto os tufados e os flocados, mesmo confeccionados, incluídos os tapetes denominados « Kelim » ou « Kilim », « Schumacks » ou « Soumak », « Karamanie » e tapetes semelhantes "
5703,"Tapetes e outros revestimentos para pavimentos de matérias têxteis, tufados, mesmo confeccionados"
5704,"Tapetes e outros revestimentos para pavimentos, de feltro, exceto os tufados e os flocados, mesmo confeccionados"
5705,"Outros tapetes e revestimentos para pisos (pavimentos), de matérias têxteis, mesmo confeccionados"
5801,"Veludos e pelúcias tecidos e tecidos de froco (chenille), exceto os artefactos das posições 5802 ou 5806"
5802,"«Tecidos turcos», exceto os artefactos da posição 5806; tecidos tufados, exceto os artefactos da posição 5703"
5803,"Tecidos em ponto de gaze, exceto os artefactos da posição 5806"
5804,"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006"
5805,"Tapeçarias tecidas à mão (gêneros gobelino, flandres, aubusson e semelhantes) e feitas à agulha (em petit point, ponto de cruz)"
5806,"Fitas, exceto os artefactos da posição 5807; fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)"
5807,"Etiquetas, emblemas e artefactos semelhantes de matérias têxteis, em peça, em fitas ou recortados em forma própria, não bordados"
5808,"Entrançados em peça; artigos de passamanaria e artigos ornamentais análogos, em peça, não bordados, exceto de malha; borlas, pompons e artefactos semelhantes"
5809,"Tecidos de fios de metal e tecidos de fios metálicos ou de fios têxteis metalizados da posição 56.05, dos tipos utilizados em vestuário, para guarnição de interiores ou usos semelhantes, não especificados nem compreendidos noutras posições"
5810,"Bordados em peça, em tiras ou em motivos para aplicar"
5811,"Artefatos têxteis matelassês em peça, constituídos por uma ou várias camadas de matérias têxteis associadas a uma matéria de enchimento ou estofamento, acolchoados por qualquer processo, exceto os bordados da posição 58.10"
5901,"Tecidos revestidos de cola ou de matérias amiláceas, dos tipos utilizados na encadernação, cartonagem ou usos semelhantes; telas para decalque e telas transparentes para desenho; telas preparadas para pintura; entretelas e tecidos rígidos semelhantes dos "
5902,"Telas para pneumáticos fabricadas com fios de alta tenacidade de nylon ou de outras poliamidas, de poliésteres ou de raiom de viscose"
5903,"Tecidos impregnados, revestidos, recobertos ou estratificados com plástico, exceto os da posição 5902"
5904,"Linóleos, mesmo recortados; revestimentos para pavimentos constituídos por um induto ou recobrimento aplicado sobre suporte têxtil, mesmo recortados"
5905,"Revestimento para paredes, de matérias têxteis"
5906,"Tecidos com borracha, exceto os da posição 5902"
5907,"Outros tecidos impregnados, revestidos ou recobertos; telas pintadas para cenários teatrais, para fundos de estúdio ou para usos semelhantes"
5908,"Mechas de matérias têxteis, tecidas, entrançadas ou tricotadas, para candeeiros, fogareiros, isqueiros, velas e semelhantes; camisas de incandescência e tecidos tubulares tricotados para a sua fabricação, mesmo impregnados"
5909,"Mangueiras e tubos semelhantes, de matérias têxteis, mesmo com reforço ou acessórios de outras matérias"
5910,"Correias transportadoras ou de transmissão, de matérias têxteis, mesmo impregnadas, revestidas ou recobertas, de plástico, ou estratificadas com plástico ou reforçadas com metal ou com outras matérias"
5911,"Produtos e artefactos, de matérias têxteis, para usos técnicos, indicados na Nota 7 do presente capítulo"
6001,"Veludos e pelúcias (incluídos os tecidos denominados de « felpa longa » ou « pêlo comprido ») e tecidos de anéis, de malha"
6002,"Tecidos de malha de largura não superior a 30 cm, contendo, em peso, 5 % ou mais de fios de elastómeros ou de fios de borracha, exceto da posição 6001"
6003,"Tecidos de malha de largura não superior a 30 cm, exceto das posições 6001 e 6002"
6004,"Tecidos de malha de largura superior a 30 cm, contendo, em peso, 5 % ou mais de fios de elastómeros ou de fios de borracha, exceto da posição 6001"
6005,"Tecidos de malha-urdidura (incluídos os fabricados em teares para galões), exceto das posições 6001 a 6004"
6006,Outros tecidos de malha
6101,"Sobretudos, japonas, gabões, capas, anoraques, blusões e semelhantes, de malha, de uso masculino, exceto os artefactos da posição 6103"
6102,"Casacos compridos, capas, anoraques, blusões e semelhantes, de malha, de uso feminino, exceto os artefactos da posição 6104"
6103,"Fatos, conjuntos, casacos, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de malha, de uso masculino"
6104,"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de malha, de uso feminino"
6105,"Camisas de malha, de uso masculino"
6106,"Camiseiros, blusas, blusas-camiseiros, de malha, de uso feminino"
6107,"Cuecas, ceroulas, camisas de noite, pijamas, roupões de banho, robes e semelhantes, de malha, de uso masculino"
6108,"Combinações, saiotes, calcinhas, camisas de noite, pijamas, déshabillés, roupões de banho, robes de quarto e semelhantes, de malha, de uso feminino"
6109,"T-shirts e camisolas interiores, de malha"
6110,"Camisolas e pulôveres, cardigans, coletes e artigos semelhantes, de malha"
6111,"Vestuário e seus acessórios, de malha, para bebés"
6112,"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips, de banho, de malha"
6113,"Vestuário confeccionado com tecidos de malha das posições 59.03, 59.06 ou 59.07"
6114,Outro vestuário de malha
6115,"Meias-calças; meias de qualquer espécie e artefactos semelhantes, incluídas as meias para varizes, de malha"
6116,"Luvas, mitenes e semelhantes, de malha"
6117,"Outros acessórios de vestuário, confeccionados, de malha; partes de vestuário ou de seus acessórios, de malha"
6201,"Sobretudos, japonas, gabões, capas, anoraques, blusões e semelhantes, de uso masculino, exceto os artefactos da posição 6203"
6202,"Casacos compridos, capas, anoraques, blusões e semelhantes, de uso feminino, exceto os artefactos da posição 6204"
6203,"Fatos, conjuntos, casacos, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso masculino"
6204,"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso feminino"
6205,Camisas de uso masculino
6206,"Camiseiros, blusas, blusas-camiseiros, de uso feminino"
6207,"Camisolas interiores, cuecas, ceroulas, camisas de noite, pijamas, roupões de banho, robes e semelhantes, de uso masculino"
6208,"Camisolas interiores, combinações, saiotes, calcinhas, camisas de noite, pijamas, déshabillés, roupões de banho, robes de quarto e artefactos semelhantes, de uso feminino"
6209,"Vestuário e seus acessórios, para bebés"
6210,"Vestuário confeccionado com as matérias das posições 5602, 5603, 5903, 5906 ou 5907"
6211,"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips de banho; outro vestuário"
6212,"Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha"
6213,Lenços de assoar e de bolso
6214,"Xales, écharpes, lenços de pescoço, cachenés, cachecóis, mantilhas, véus e artefactos semelhantes"
6215,"Gravatas, laços e plastrões"
6216,"Luvas, mitenes e semelhantes"
6217,"Outros acessórios confeccionados de vestuário; partes de vestuário ou dos seus acessórios, exceto da posição 6212"
6301,Cobertores e mantas
6302,"Roupas de cama, mesa, toucador ou cozinha"
6303,"Cortinados, cortinas e estores; sanefas e reposteiros"
6304,"Outros artefactos para guarnição de interiores, exceto da posição 9404"
6305,"Sacos de quaisquer dimensões, para embalagem"
6306,"Encerados e estores de exterior; tendas; velas para embarcações, para pranchas à vela ou para carros à vela; artigos para acampamento"
6307,"Outros artefactos confeccionados, incluídos os moldes para vestuário"
6308,"Sortidos constituídos por cortes de tecido e fios, mesmo com acessórios, para confecção de tapetes, tapeçarias, toalhas de mesa ou guardanapos, bordados, ou artefatos têxteis semelhantes, em embalagens para venda a retalho"
6309,"Artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados"
6310,"Trapos, cordéis, cordas e cabos de matérias têxteis, em forma de desperdícios ou de artefactos inutilizados"
6401,"Calçado impermeável de sola exterior e parte superior de borracha ou plástico, em que a parte superior não tenha sido reunida à sola exterior por costura ou por meio de rebites, pregos, parafusos, espigões ou dispositivos semelhantes, nem formada por dife"
6402,Outro calçado com sola exterior e parte superior de borracha ou plástico
6403,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural"
6404,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de matérias têxteis"
6405,Outros calçados
6406,"Partes de calçado (incluídas as partes superiores, mesmo fixadas a solas que não sejam as solas exteriores); palmilhas amovíveis; reforços interiores e artefactos semelhantes amovíveis; polainas, perneiras e artefactos semelhantes, e suas partes"
6501,"Esboços não enformados nem na copa nem na aba, discos e cilindros, mesmo cortados no sentido da altura, de feltro, para chapéus"
6502,"Esboços de chapéus, entrançados ou obtidos por reunião de tiras de qualquer matéria, sem copa nem aba enformadas e sem guarnições, de palha fina (manila, panamá e semelhantes)"
6503,"Chapéus e outs.artefs.de feltro, obtidos dos esboços, etc"
6504,"Chapéus e outros artefatos de uso semelhante, entrançados por tiras, de qualquer matéria"
6505,"Chapéus e outros artefactos de uso semelhante, de malha ou confeccionados com rendas, feltro ou outros produtos têxteis, em peça (mas não em tiras), mesmo guarnecidos; coifas e redes, para o cabelo, de qualquer matéria, mesmo guarnecidas"
6506,"Outros chapéus e artefactos de uso semelhante, mesmo guarnecidos"
6507,"Carneiras, forros, capas, armações, palas e barbicachos, para chapéus e artefatos de uso semelhante"
6601,"Guarda-chuvas, sombrinhas e guarda-sóis (incluindo as bengalas-guarda-chuvas e os guarda-sóis de jardim e semelhantes)"
6602,"Bengalas, bengalas-assentos, chicotes, pingalins e artefatos semelhantes"
6603,"Partes, guarnições e acessórios, para os artefactos das posições 6601 e 6602"
6701,"Peles e outras partes de aves, com as suas penas ou penugem, penas, partes de penas, penugem e artefatos destas matérias, exceto os produtos da posição 05.05, bem como os cálamos e outros canos de penas, trabalhados"
6702,"Flores, folhagem e frutos, artificiais, e suas partes; artefactos confeccionados com flores, folhagem e frutos, artificiais"
6703,"Cabelos dispostos no mesmo sentido, adelgaçados, branqueados ou preparados de outro modo; lã, pelos e outras matérias têxteis, preparados para a fabricação de perucas ou de artefatos semelhantes"
6704,"Perucas, barbas, sobrancelhas, pestanas, madeixas e artefactos semelhantes de cabelo, pêlos ou de matérias têxteis; outras obras de cabelo não especificadas nem compreendidas em outras posições"
6801,"Pedras para calcetar, meios-fios e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)"
6802,"Pedras de cantaria ou de construção (exceto de ardósia) trabalhadas e obras destas pedras, exceto as da posição 6801; cubos, pastilhas e artigos semelhantes, para mosaicos, de pedra natural (incluída a ardósia), mesmo com suporte; grânulos, fragmentos e"
6803,Ardósia natural trabalhada e obras de ardósia natural ou aglomerada
6804,"Mós e artefactos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, rectificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmi"
6805,"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo"
6806,"Lãs de escórias de altos fornos, de outras escórias, lã de rocha e lãs minerais semelhantes; vermiculite e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos; misturas e obras de matérias minerais para isolamento do calor "
6807,Obras de asfalto ou de produtos semelhantes (por exemplo: breu ou pez)
6808,"Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais, de palha ou de aparas, partículas, serragem ou de outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais"
6809,Obras de gesso ou de composições à base de gesso
6810,"Obras de cimento, de betão (concreto) ou de pedra artificial, mesmo armadas"
6811,"Obras de fibrocimento, cimento-celulose e produtos semelhantes"
6812,"Amianto (asbesto) trabalhado, em fibras; misturas à base de amianto ou à base de amianto e carbonato de magnésio; obras destas misturas ou de amianto (por exemplo: fios, tecidos, vestuário, chapéus e artefactos de uso semelhante, calçado, juntas), mesmo a"
6813,"Guarnições de fricção (por exemplo: placas, rolos, tiras, segmentos, discos, anéis, pastilhas), não montadas, para travões (freios), embraiagens ou qualquer outro mecanismo de fricção, à base de amianto (asbesto), de outras substâncias minerais ou de celu"
6814,"Mica trabalhada e suas obras, incluída a mica aglomerada ou reconstituída, mesmo com suporte de papel, de cartão ou de outras matérias"
6815,"Obras de pedra ou de outras matérias minerais (incluídas as fibras de carbono, as obras destas matérias ou de turfa), não especificadas nem compreendidas noutras posições"
6901,"Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) ou de terras siliciosas semelhantes"
6902,"Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para construção, refractários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes"
6903,"Outros produtos cerâmicos refractários (por exemplo: retortas, cadinhos, muflas, bocais, tampões, suportes, copelas, tubos, mangas, varetas) que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes"
6904,"Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica"
6905,"Telhas, elementos de chaminés, condutores de fumo, ornamentos arquitectónicos, de cerâmica, e outros produtos cerâmicos para construção"
6906,"Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica"
6907,"Ladrilhos e placas (lajes), para pavimentação ou revestimento, não vidrados nem esmaltados, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, não vidrados nem esmaltados, de cerâmica, mesmo com suporte"
6908,"Ladrilhos e placas (lajes), para pavimentação ou revestimento, vidrados ou esmaltados, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, vidrados ou esmaltados, de cerâmica, mesmo com suporte"
6909,"Aparelhos e artefactos para usos químicos ou para outros usos técnicos, de cerâmica; alguidares, gamelas e outros recipientes semelhantes para usos rurais, de cerâmica; bilhas e outras vasilhas próprias para transporte ou embalagem, de cerâmica"
6910,"Pias, lavatórios, colunas para lavatórios, banheiras, bidés, sanitários, reservatórios de autoclismos, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica"
6911,"Louça, outros artigos de uso doméstico e artigos de higiene ou de toucador, de porcelana"
6912,"Louça, outros artigos de uso doméstico e artigos de higiene ou de toucador, de cerâmica, exceto de porcelana"
6913,"Estatuetas e outros objectos de ornamentação, de cerâmica"
